account_id,checking_status,credit_history,employment,age,sex,credit_amount,housing,existing_credits,savings_status,credit_defaults
ACC000000008902,0<=X<200,delayed previously,1<=X<4,34,M,3279,own,1,no known savings,1
ACC000000008903,no checking,critical/other existing credit,<1,48,M,2424,own,1,>=1000,0
ACC000000008904,no checking,critical/other existing credit,4<=X<7,42,M,2829,own,1,500<=X<1000,0
ACC000000008905,no checking,existing paid,<1,48,M,6314,own,1,<100,0
ACC000000008906,0<=X<200,existing paid,1<=X<4,21,M,1088,own,2,>=1000,0
ACC000000008907,no checking,existing paid,<1,36,M,3783,own,2,<100,0
ACC000000008908,0<=X<200,existing paid,>=7,57,F,723,own,2,100<=X<500,0
ACC000000008909,0<=X<200,critical/other existing credit,1<=X<4,46,F,4702,own,2,<100,1
ACC000000008910,>=200,existing paid,4<=X<7,25,M,5507,own,1,no known savings,0
ACC000000008911,no checking,existing paid,4<=X<7,38,M,1313,own,1,<100,1
ACC000000008912,0<=X<200,existing paid,1<=X<4,19,M,18500,rent,2,100<=X<500,1
ACC000000008913,<0,existing paid,<1,22,M,2059,free,2,<100,1
ACC000000008914,<0,existing paid,4<=X<7,29,M,1312,rent,1,<100,0
ACC000000008915,no checking,existing paid,1<=X<4,50,M,1808,own,1,<100,0
ACC000000008916,<0,delayed previously,4<=X<7,31,M,1375,own,1,<100,0
ACC000000008917,0<=X<200,all paid,<1,38,M,10228,own,2,<100,1
ACC000000008918,<0,existing paid,1<=X<4,28,F,1240,own,1,<100,1
ACC000000008919,no checking,existing paid,<1,35,M,5658,own,1,no known savings,0
ACC000000008920,0<=X<200,critical/other existing credit,1<=X<4,22,F,5222,own,1,100<=X<500,0
ACC000000008921,0<=X<200,delayed previously,>=7,20,M,1545,own,1,no known savings,0
ACC000000008923,<0,existing paid,4<=X<7,30,M,1168,own,1,<100,0
ACC000000008924,0<=X<200,delayed previously,4<=X<7,36,M,1249,own,2,<100,1
ACC000000008925,no checking,all paid,<1,30,M,2415,own,1,<100,0
ACC000000008926,no checking,delayed previously,4<=X<7,38,M,5985,own,2,>=1000,0
ACC000000008927,<0,critical/other existing credit,1<=X<4,41,M,981,own,2,<100,0
ACC000000008928,<0,existing paid,4<=X<7,32,F,1497,own,1,<100,1
ACC000000008929,no checking,no credits/all paid,<1,29,F,2202,own,2,<100,1
ACC000000008930,<0,existing paid,<1,40,M,4659,own,1,<100,1
ACC000000008931,0<=X<200,critical/other existing credit,<1,33,M,2078,free,1,100<=X<500,0
ACC000000008932,<0,existing paid,<1,31,F,2250,own,2,>=1000,0
ACC000000008933,no checking,existing paid,>=7,19,M,1224,own,1,<100,0
ACC000000008935,0<=X<200,existing paid,1<=X<4,45,M,5032,own,2,100<=X<500,0
ACC000000008937,no checking,all paid,4<=X<7,42,M,1603,own,1,no known savings,1
ACC000000008938,0<=X<200,critical/other existing credit,>=7,32,M,5751,own,2,<100,0
ACC000000008939,no checking,critical/other existing credit,>=7,44,F,407,rent,1,<100,0
ACC000000008940,<0,delayed previously,1<=X<4,21,M,2212,rent,2,100<=X<500,0
ACC000000008941,no checking,critical/other existing credit,>=7,35,M,12685,rent,2,<100,1
ACC000000008942,no checking,delayed previously,>=7,50,M,4090,own,2,<100,0
ACC000000008943,<0,critical/other existing credit,1<=X<4,31,M,4850,own,2,no known savings,1
ACC000000008946,0<=X<200,all paid,1<=X<4,42,F,6546,rent,1,no known savings,0
ACC000000008947,0<=X<200,existing paid,1<=X<4,33,M,1052,rent,1,100<=X<500,1
ACC000000008948,no checking,no credits/all paid,>=7,63,M,8906,own,1,<100,0
ACC000000008949,no checking,existing paid,<1,41,F,1087,rent,1,<100,0
ACC000000008950,no checking,existing paid,<1,31,M,1400,own,2,100<=X<500,0
ACC000000008951,no checking,critical/other existing credit,1<=X<4,30,M,1931,own,1,<100,0
ACC000000008952,<0,no credits/all paid,1<=X<4,36,M,3433,own,1,<100,0
ACC000000008953,no checking,critical/other existing credit,1<=X<4,25,M,18500,own,1,no known savings,0
ACC000000008954,<0,delayed previously,<1,49,M,1782,own,2,<100,0
ACC000000008955,<0,existing paid,1<=X<4,21,M,928,own,2,500<=X<1000,0
ACC000000008957,no checking,existing paid,<1,40,M,2237,own,1,<100,0
ACC000000008958,<0,critical/other existing credit,>=7,28,M,3329,free,1,no known savings,1
ACC000000008959,0<=X<200,existing paid,>=7,36,M,1082,own,1,<100,0
ACC000000008960,0<=X<200,all paid,>=7,20,M,2222,free,2,<100,1
ACC000000008961,no checking,existing paid,>=7,24,M,1207,free,1,<100,0
ACC000000008962,<0,critical/other existing credit,1<=X<4,39,M,1584,free,1,no known savings,1
ACC000000008963,>=200,existing paid,<1,34,M,4599,own,1,100<=X<500,0
ACC000000008965,no checking,critical/other existing credit,1<=X<4,41,F,2010,own,2,<100,0
ACC000000008966,no checking,existing paid,1<=X<4,37,M,923,own,1,500<=X<1000,0
ACC000000008967,<0,all paid,1<=X<4,25,M,7907,rent,1,<100,1
ACC000000008968,<0,no credits/all paid,>=7,36,F,3722,own,1,<100,0
ACC000000008969,<0,no credits/all paid,unemployed,38,F,1732,rent,1,no known savings,1
ACC000000008970,no checking,existing paid,1<=X<4,30,F,1931,own,1,<100,0
ACC000000008971,no checking,delayed previously,>=7,50,F,3218,own,2,100<=X<500,0
ACC000000008972,<0,existing paid,1<=X<4,61,M,1772,own,1,<100,1
ACC000000008973,no checking,critical/other existing credit,4<=X<7,39,F,1954,own,1,>=1000,0
ACC000000008974,no checking,critical/other existing credit,<1,38,M,637,free,2,500<=X<1000,0
ACC000000008975,<0,existing paid,4<=X<7,43,M,1167,own,2,<100,0
ACC000000008976,<0,existing paid,1<=X<4,41,F,8084,own,1,<100,0
ACC000000008977,no checking,existing paid,4<=X<7,23,M,1970,own,2,500<=X<1000,0
ACC000000008978,no checking,existing paid,>=7,39,F,2512,own,1,<100,0
ACC000000008979,0<=X<200,existing paid,1<=X<4,21,M,2191,own,2,no known savings,1
ACC000000008980,no checking,critical/other existing credit,>=7,45,F,641,own,1,<100,0
ACC000000008981,no checking,critical/other existing credit,1<=X<4,28,M,1045,own,2,500<=X<1000,0
ACC000000008983,>=200,no credits/all paid,>=7,19,F,507,own,1,no known savings,0
ACC000000008984,no checking,existing paid,>=7,49,M,3122,own,1,<100,0
ACC000000008985,no checking,existing paid,>=7,37,M,3402,own,1,<100,0
ACC000000008986,<0,existing paid,>=7,28,M,811,own,1,<100,1
ACC000000008987,no checking,existing paid,<1,38,M,3269,rent,2,no known savings,0
ACC000000008988,>=200,critical/other existing credit,4<=X<7,31,F,2755,own,2,<100,0
ACC000000008989,<0,existing paid,1<=X<4,39,M,1365,own,1,<100,1
ACC000000008990,<0,existing paid,<1,30,F,5419,own,2,<100,0
ACC000000008991,no checking,all paid,unemployed,46,M,2036,own,2,<100,1
ACC000000008992,0<=X<200,existing paid,1<=X<4,46,M,6252,own,2,>=1000,0
ACC000000008993,no checking,delayed previously,>=7,30,M,855,own,1,<100,0
ACC000000008994,no checking,existing paid,>=7,27,M,3480,own,1,500<=X<1000,0
ACC000000008995,0<=X<200,no credits/all paid,>=7,49,F,1181,own,2,<100,0
ACC000000008996,<0,existing paid,1<=X<4,50,F,990,own,1,<100,0
ACC000000008997,<0,no credits/all paid,4<=X<7,30,M,14739,rent,2,no known savings,1
ACC000000008999,0<=X<200,existing paid,4<=X<7,45,M,1345,own,1,<100,0
ACC000000009000,no checking,existing paid,>=7,47,M,2681,own,1,<100,0
ACC000000009001,no checking,existing paid,1<=X<4,24,M,829,free,2,<100,0
ACC000000009002,no checking,existing paid,>=7,37,M,2949,own,1,<100,0
ACC000000009003,>=200,critical/other existing credit,1<=X<4,44,M,1179,own,1,<100,0
ACC000000009004,<0,delayed previously,1<=X<4,45,F,2205,free,1,no known savings,1
ACC000000009005,0<=X<200,existing paid,1<=X<4,32,M,1272,own,1,100<=X<500,1
ACC000000009006,<0,existing paid,1<=X<4,35,M,1254,free,1,<100,0
ACC000000009008,<0,critical/other existing credit,>=7,24,M,297,own,1,<100,1
ACC000000009009,<0,all paid,<1,42,F,5326,own,2,no known savings,1
ACC000000009010,<0,existing paid,1<=X<4,26,M,4488,own,1,no known savings,0
ACC000000009012,no checking,existing paid,4<=X<7,24,M,4038,own,1,<100,1
ACC000000009013,0<=X<200,existing paid,<1,42,M,5918,own,2,<100,0
ACC000000009014,0<=X<200,critical/other existing credit,1<=X<4,33,M,1043,own,2,<100,1
ACC000000009015,>=200,existing paid,<1,39,M,856,own,1,>=1000,0
ACC000000009016,0<=X<200,critical/other existing credit,1<=X<4,19,F,2154,free,1,<100,1
ACC000000009017,no checking,existing paid,unemployed,24,M,2476,own,1,no known savings,0
ACC000000009018,<0,delayed previously,1<=X<4,20,M,4858,own,1,<100,1
ACC000000009019,0<=X<200,critical/other existing credit,unemployed,50,M,1345,own,1,<100,0
ACC000000009020,<0,all paid,1<=X<4,23,M,1007,own,1,<100,1
ACC000000009021,no checking,delayed previously,>=7,36,F,2737,own,2,100<=X<500,0
ACC000000009022,<0,critical/other existing credit,1<=X<4,41,F,3451,own,1,<100,0
ACC000000009023,<0,delayed previously,unemployed,53,F,1135,free,1,100<=X<500,1
ACC000000009024,<0,existing paid,1<=X<4,31,F,619,own,1,no known savings,0
ACC000000009025,no checking,delayed previously,<1,19,M,1200,free,1,<100,1
ACC000000009027,0<=X<200,critical/other existing credit,unemployed,37,F,1145,own,1,<100,1
ACC000000009028,no checking,existing paid,1<=X<4,45,M,1517,rent,1,no known savings,0
ACC000000009029,no checking,critical/other existing credit,1<=X<4,48,M,2272,own,2,<100,0
ACC000000009030,<0,critical/other existing credit,4<=X<7,40,M,4412,free,1,<100,0
ACC000000009031,0<=X<200,critical/other existing credit,>=7,35,F,6526,free,1,<100,0
ACC000000009032,0<=X<200,existing paid,4<=X<7,23,F,7003,own,1,no known savings,0
ACC000000009033,<0,existing paid,1<=X<4,46,F,1647,own,1,100<=X<500,1
ACC000000009034,no checking,existing paid,>=7,48,M,1181,rent,2,100<=X<500,1
ACC000000009035,0<=X<200,critical/other existing credit,<1,34,M,3345,own,1,no known savings,1
ACC000000009036,no checking,critical/other existing credit,>=7,42,F,6039,free,2,no known savings,0
ACC000000009037,<0,existing paid,<1,47,F,5923,own,1,500<=X<1000,0
ACC000000009038,0<=X<200,no credits/all paid,>=7,45,M,6395,own,1,100<=X<500,0
ACC000000009039,0<=X<200,critical/other existing credit,>=7,27,M,11834,own,2,100<=X<500,0
ACC000000009040,no checking,critical/other existing credit,>=7,28,M,11372,own,2,<100,0
ACC000000009041,<0,existing paid,>=7,47,F,4004,own,2,<100,1
ACC000000009042,<0,delayed previously,>=7,19,M,3064,own,1,<100,1
ACC000000009043,no checking,existing paid,1<=X<4,35,M,9714,own,1,500<=X<1000,0
ACC000000009044,no checking,critical/other existing credit,1<=X<4,48,M,1217,own,2,no known savings,0
ACC000000009045,no checking,critical/other existing credit,1<=X<4,36,M,801,free,1,<100,0
ACC000000009046,0<=X<200,existing paid,>=7,34,F,562,rent,2,<100,1
ACC000000009047,0<=X<200,existing paid,1<=X<4,31,M,1934,own,1,<100,0
ACC000000009048,no checking,critical/other existing credit,>=7,35,F,1954,free,1,<100,0
ACC000000009049,no checking,critical/other existing credit,>=7,33,M,6152,own,1,<100,0
ACC000000009050,no checking,critical/other existing credit,4<=X<7,29,M,1538,free,2,<100,1
ACC000000009051,no checking,critical/other existing credit,4<=X<7,42,M,5145,own,2,<100,0
ACC000000009052,no checking,critical/other existing credit,4<=X<7,35,F,3107,own,2,<100,0
ACC000000009053,no checking,existing paid,>=7,29,M,2093,own,1,<100,1
ACC000000009054,0<=X<200,critical/other existing credit,1<=X<4,44,M,9004,own,1,100<=X<500,0
ACC000000009055,<0,existing paid,>=7,51,F,1422,free,1,<100,1
ACC000000009056,no checking,all paid,4<=X<7,46,F,2375,own,1,no known savings,0
ACC000000009057,<0,existing paid,1<=X<4,39,M,2208,own,1,500<=X<1000,0
ACC000000009058,<0,existing paid,<1,20,M,3575,own,2,<100,1
ACC000000009059,<0,existing paid,unemployed,21,M,2986,own,1,<100,1
ACC000000009060,<0,existing paid,>=7,31,M,8158,own,1,<100,0
ACC000000009061,0<=X<200,existing paid,<1,39,M,1125,free,1,100<=X<500,0
ACC000000009062,0<=X<200,existing paid,1<=X<4,46,M,843,own,2,500<=X<1000,0
ACC000000009063,no checking,critical/other existing credit,1<=X<4,43,F,8011,own,1,<100,0
ACC000000009064,>=200,existing paid,4<=X<7,27,F,6566,rent,1,<100,0
ACC000000009065,no checking,critical/other existing credit,>=7,24,M,12129,own,1,100<=X<500,0
ACC000000009066,no checking,critical/other existing credit,>=7,21,M,1704,own,3,<100,0
ACC000000009067,no checking,all paid,4<=X<7,46,M,1911,own,2,<100,0
ACC000000009068,0<=X<200,existing paid,>=7,38,F,5910,free,1,100<=X<500,0
ACC000000009069,0<=X<200,existing paid,unemployed,33,M,7840,own,2,<100,1
ACC000000009070,0<=X<200,existing paid,>=7,41,M,2211,rent,1,<100,0
ACC000000009071,<0,critical/other existing credit,1<=X<4,25,M,1774,own,1,<100,1
ACC000000009072,>=200,existing paid,>=7,25,F,1686,own,2,<100,0
ACC000000009073,<0,critical/other existing credit,unemployed,32,F,1149,own,2,<100,1
ACC000000009074,no checking,existing paid,<1,26,M,6013,own,1,500<=X<1000,0
ACC000000009075,no checking,existing paid,unemployed,35,M,5634,own,1,<100,0
ACC000000009076,no checking,delayed previously,>=7,19,M,2357,free,2,500<=X<1000,1
ACC000000009077,0<=X<200,existing paid,1<=X<4,47,F,1687,rent,2,100<=X<500,0
ACC000000009078,<0,all paid,unemployed,61,F,2346,free,1,no known savings,0
ACC000000009079,no checking,delayed previously,<1,29,M,4819,own,1,no known savings,1
ACC000000009080,0<=X<200,critical/other existing credit,1<=X<4,30,M,18500,own,2,<100,0
ACC000000009081,no checking,existing paid,>=7,34,M,1453,rent,1,500<=X<1000,0
ACC000000009082,0<=X<200,all paid,>=7,30,M,1982,own,2,<100,0
ACC000000009083,no checking,existing paid,unemployed,38,M,5982,own,1,<100,1
ACC000000009084,no checking,delayed previously,<1,40,M,2873,own,2,500<=X<1000,0
ACC000000009086,0<=X<200,existing paid,>=7,35,M,948,own,1,no known savings,1
ACC000000009087,no checking,existing paid,<1,43,M,1651,free,1,<100,0
ACC000000009088,no checking,existing paid,1<=X<4,32,M,2946,own,3,<100,0
ACC000000009089,0<=X<200,critical/other existing credit,1<=X<4,68,M,753,own,1,100<=X<500,0
ACC000000009090,0<=X<200,critical/other existing credit,4<=X<7,24,M,789,own,1,<100,1
ACC000000009091,<0,existing paid,1<=X<4,37,M,1125,own,1,<100,0
ACC000000009092,no checking,existing paid,>=7,19,F,1858,own,2,<100,0
ACC000000009093,0<=X<200,existing paid,<1,28,M,1266,own,1,no known savings,0
ACC000000009094,<0,existing paid,4<=X<7,42,M,3700,own,3,>=1000,0
ACC000000009095,<0,existing paid,>=7,37,F,2417,free,2,<100,0
ACC000000009096,no checking,existing paid,<1,21,M,1054,own,2,100<=X<500,0
ACC000000009097,no checking,critical/other existing credit,<1,32,M,2400,rent,1,no known savings,1
ACC000000009098,0<=X<200,existing paid,>=7,31,F,8889,rent,1,<100,0
ACC000000009099,0<=X<200,critical/other existing credit,1<=X<4,36,M,3347,own,1,<100,0
ACC000000009100,no checking,existing paid,>=7,19,M,1564,own,2,no known savings,0
ACC000000009101,no checking,existing paid,<1,38,F,4199,own,1,>=1000,0
ACC000000009103,no checking,critical/other existing credit,>=7,33,M,6470,own,1,<100,1
ACC000000009104,<0,critical/other existing credit,1<=X<4,42,F,1718,own,1,<100,1
ACC000000009105,<0,delayed previously,4<=X<7,36,M,3875,free,2,<100,1
ACC000000009106,no checking,existing paid,1<=X<4,30,F,1788,rent,2,<100,0
ACC000000009110,0<=X<200,no credits/all paid,>=7,44,F,3002,free,1,<100,1
ACC000000009111,no checking,existing paid,<1,50,M,1022,own,2,<100,0
ACC000000009112,<0,all paid,1<=X<4,22,M,1145,free,1,<100,1
ACC000000009113,no checking,existing paid,<1,41,F,5961,own,1,<100,0
ACC000000009114,0<=X<200,critical/other existing credit,>=7,37,F,2216,own,1,no known savings,1
ACC000000009115,<0,existing paid,>=7,35,M,4618,own,1,100<=X<500,0
ACC000000009116,no checking,critical/other existing credit,<1,45,M,830,rent,1,<100,1
ACC000000009117,no checking,existing paid,>=7,19,F,3688,rent,1,<100,0
ACC000000009119,0<=X<200,critical/other existing credit,>=7,19,M,1691,own,1,>=1000,1
ACC000000009120,<0,existing paid,>=7,32,M,2707,own,1,no known savings,1
ACC000000009121,<0,critical/other existing credit,4<=X<7,19,M,619,own,2,no known savings,1
ACC000000009122,<0,critical/other existing credit,1<=X<4,21,M,7690,own,1,<100,1
ACC000000009123,no checking,existing paid,1<=X<4,24,M,6435,free,2,no known savings,0
ACC000000009124,<0,existing paid,1<=X<4,34,F,4736,own,2,<100,1
ACC000000009126,0<=X<200,delayed previously,4<=X<7,40,F,2028,own,2,500<=X<1000,0
ACC000000009127,0<=X<200,existing paid,1<=X<4,28,M,2418,own,2,<100,0
ACC000000009128,no checking,existing paid,1<=X<4,27,M,3095,free,2,<100,0
ACC000000009129,0<=X<200,existing paid,1<=X<4,22,M,3294,own,1,<100,0
ACC000000009130,<0,critical/other existing credit,1<=X<4,40,M,1913,own,1,<100,1
ACC000000009131,0<=X<200,existing paid,1<=X<4,28,M,11762,own,1,<100,0
ACC000000009132,0<=X<200,existing paid,1<=X<4,31,F,2096,rent,1,<100,1
ACC000000009133,no checking,existing paid,4<=X<7,45,M,3219,own,2,100<=X<500,0
ACC000000009134,<0,no credits/all paid,>=7,48,M,495,own,2,<100,0
ACC000000009135,<0,existing paid,>=7,35,F,11322,own,2,no known savings,0
ACC000000009136,>=200,existing paid,<1,32,M,18500,free,2,500<=X<1000,0
ACC000000009138,0<=X<200,existing paid,>=7,42,M,4935,free,1,<100,0
ACC000000009139,0<=X<200,existing paid,1<=X<4,20,M,1293,own,1,<100,0
ACC000000009141,no checking,existing paid,>=7,20,M,1702,own,2,<100,0
ACC000000009142,no checking,critical/other existing credit,>=7,40,M,5122,own,2,<100,0
ACC000000009143,<0,existing paid,>=7,42,M,1615,own,1,<100,0
ACC000000009144,no checking,existing paid,>=7,44,M,3920,own,1,<100,0
ACC000000009145,<0,critical/other existing credit,<1,35,M,2172,free,2,100<=X<500,1
ACC000000009146,0<=X<200,existing paid,<1,38,F,1374,own,2,<100,0
ACC000000009147,<0,critical/other existing credit,1<=X<4,47,M,2874,free,2,<100,1
ACC000000009149,>=200,existing paid,1<=X<4,33,M,892,own,1,>=1000,0
ACC000000009150,0<=X<200,existing paid,4<=X<7,39,M,1280,free,2,<100,0
ACC000000009151,no checking,existing paid,1<=X<4,30,F,1652,own,1,<100,0
ACC000000009152,0<=X<200,critical/other existing credit,>=7,29,M,312,own,1,no known savings,1
ACC000000009153,no checking,existing paid,4<=X<7,19,M,1109,own,1,<100,0
ACC000000009154,<0,critical/other existing credit,1<=X<4,36,M,1183,own,1,<100,1
ACC000000009155,<0,all paid,>=7,32,M,1724,own,1,<100,0
ACC000000009156,0<=X<200,existing paid,4<=X<7,35,F,4716,free,2,no known savings,0
ACC000000009158,0<=X<200,existing paid,>=7,41,F,1162,own,1,>=1000,0
ACC000000009159,no checking,delayed previously,>=7,23,F,2167,own,3,<100,0
ACC000000009161,>=200,existing paid,1<=X<4,33,M,1771,rent,2,<100,0
ACC000000009162,no checking,delayed previously,>=7,27,M,3549,own,1,<100,0
ACC000000009163,>=200,existing paid,unemployed,32,F,2388,own,1,<100,0
ACC000000009165,>=200,existing paid,1<=X<4,43,M,970,own,2,no known savings,0
ACC000000009166,0<=X<200,existing paid,>=7,39,M,866,free,2,<100,1
ACC000000009167,<0,delayed previously,1<=X<4,42,M,496,own,1,<100,0
ACC000000009168,no checking,existing paid,>=7,21,M,3202,own,1,<100,1
ACC000000009169,no checking,critical/other existing credit,unemployed,30,M,2285,own,2,<100,0
ACC000000009170,0<=X<200,critical/other existing credit,1<=X<4,32,M,1083,own,2,no known savings,0
ACC000000009171,no checking,delayed previously,<1,37,M,1377,own,1,no known savings,1
ACC000000009172,<0,existing paid,>=7,25,F,3619,own,2,no known savings,0
ACC000000009173,0<=X<200,existing paid,>=7,54,F,2351,free,2,<100,0
ACC000000009174,<0,existing paid,1<=X<4,28,M,2560,free,2,<100,1
ACC000000009175,<0,existing paid,<1,22,F,1944,own,1,<100,1
ACC000000009176,0<=X<200,critical/other existing credit,1<=X<4,29,M,3230,own,1,<100,1
ACC000000009177,no checking,existing paid,<1,45,M,2199,own,2,>=1000,0
ACC000000009178,<0,existing paid,<1,51,M,3738,free,1,<100,0
ACC000000009179,>=200,critical/other existing credit,>=7,28,M,1521,own,1,<100,0
ACC000000009180,no checking,existing paid,1<=X<4,34,M,610,own,2,100<=X<500,1
ACC000000009181,no checking,existing paid,unemployed,65,F,11374,own,1,500<=X<1000,0
ACC000000009182,<0,existing paid,>=7,36,M,2384,free,1,<100,0
ACC000000009183,<0,existing paid,<1,36,M,4558,rent,2,no known savings,1
ACC000000009184,<0,existing paid,unemployed,42,M,4431,own,1,>=1000,0
ACC000000009185,no checking,critical/other existing credit,<1,37,F,2767,own,2,no known savings,0
ACC000000009186,<0,existing paid,<1,44,M,1253,own,1,<100,1
ACC000000009187,<0,all paid,unemployed,47,M,282,own,1,100<=X<500,1
ACC000000009189,0<=X<200,critical/other existing credit,1<=X<4,65,M,1134,free,1,100<=X<500,0
ACC000000009190,no checking,existing paid,>=7,23,F,4035,own,2,no known savings,0
ACC000000009191,<0,critical/other existing credit,1<=X<4,48,M,1571,own,1,100<=X<500,1
ACC000000009192,no checking,delayed previously,1<=X<4,41,M,3938,rent,1,no known savings,0
ACC000000009193,no checking,existing paid,<1,30,F,16796,own,2,<100,0
ACC000000009194,no checking,critical/other existing credit,1<=X<4,42,F,2468,free,2,100<=X<500,0
ACC000000009195,>=200,existing paid,1<=X<4,20,M,5999,own,1,no known savings,0
ACC000000009196,<0,critical/other existing credit,1<=X<4,43,M,3119,rent,2,no known savings,0
ACC000000009197,<0,existing paid,<1,43,M,1729,own,2,<100,0
ACC000000009198,0<=X<200,critical/other existing credit,>=7,24,M,3623,free,1,<100,0
ACC000000009200,<0,existing paid,4<=X<7,35,M,1901,rent,2,no known savings,0
ACC000000009201,<0,delayed previously,>=7,23,M,1132,own,1,<100,1
ACC000000009202,<0,all paid,>=7,34,M,3497,free,2,<100,0
ACC000000009203,0<=X<200,existing paid,<1,24,M,820,own,1,>=1000,0
ACC000000009204,0<=X<200,delayed previously,4<=X<7,29,F,1948,own,2,<100,0
ACC000000009205,no checking,existing paid,1<=X<4,26,M,4291,own,1,>=1000,0
ACC000000009207,<0,existing paid,<1,23,M,1658,own,1,100<=X<500,0
ACC000000009208,<0,critical/other existing credit,1<=X<4,43,M,1571,own,2,<100,1
ACC000000009209,0<=X<200,existing paid,1<=X<4,42,M,3187,own,2,<100,1
ACC000000009210,0<=X<200,existing paid,<1,60,M,4179,own,1,<100,1
ACC000000009211,0<=X<200,existing paid,>=7,28,M,3299,free,2,no known savings,0
ACC000000009212,no checking,existing paid,<1,20,M,9853,free,2,<100,0
ACC000000009214,<0,critical/other existing credit,>=7,37,M,1135,own,1,<100,1
ACC000000009215,0<=X<200,existing paid,1<=X<4,45,M,3370,own,1,no known savings,1
ACC000000009216,0<=X<200,existing paid,>=7,20,M,3712,rent,2,<100,0
ACC000000009217,<0,critical/other existing credit,1<=X<4,43,M,500,free,2,<100,1
ACC000000009218,no checking,existing paid,>=7,19,M,6480,own,1,100<=X<500,0
ACC000000009219,0<=X<200,existing paid,1<=X<4,35,M,2757,rent,1,<100,0
ACC000000009220,>=200,existing paid,<1,32,M,2465,own,2,100<=X<500,0
ACC000000009221,0<=X<200,existing paid,<1,41,M,1383,own,2,100<=X<500,0
ACC000000009222,0<=X<200,existing paid,1<=X<4,19,M,3825,own,2,>=1000,1
ACC000000009223,no checking,critical/other existing credit,unemployed,55,M,2016,rent,2,<100,0
ACC000000009225,0<=X<200,critical/other existing credit,<1,32,M,2056,free,1,100<=X<500,1
ACC000000009226,0<=X<200,delayed previously,<1,26,M,2673,free,1,no known savings,0
ACC000000009227,0<=X<200,existing paid,1<=X<4,41,M,1633,own,1,<100,0
ACC000000009228,<0,delayed previously,>=7,49,M,3191,own,1,<100,1
ACC000000009229,0<=X<200,existing paid,<1,19,M,902,free,1,<100,1
ACC000000009230,<0,delayed previously,1<=X<4,21,M,786,own,1,<100,1
ACC000000009232,no checking,critical/other existing credit,4<=X<7,39,F,2194,own,2,<100,1
ACC000000009233,no checking,existing paid,1<=X<4,64,M,15968,own,1,no known savings,0
ACC000000009234,0<=X<200,existing paid,<1,30,M,677,own,1,<100,0
ACC000000009235,no checking,existing paid,1<=X<4,27,M,607,rent,1,<100,1
ACC000000009236,no checking,critical/other existing credit,4<=X<7,27,M,2195,own,1,no known savings,0
ACC000000009237,no checking,critical/other existing credit,>=7,31,M,2323,own,1,no known savings,0
ACC000000009238,no checking,existing paid,4<=X<7,44,F,1487,own,1,<100,0
ACC000000009240,no checking,critical/other existing credit,4<=X<7,21,M,1064,rent,1,<100,1
ACC000000009241,0<=X<200,delayed previously,unemployed,47,M,1187,own,1,no known savings,0
ACC000000009243,0<=X<200,delayed previously,1<=X<4,35,M,4272,free,1,<100,1
ACC000000009244,0<=X<200,existing paid,<1,46,M,15300,own,1,<100,1
ACC000000009245,>=200,existing paid,1<=X<4,27,F,2835,own,1,<100,0
ACC000000009246,<0,existing paid,>=7,34,M,789,rent,1,no known savings,0
ACC000000009247,no checking,existing paid,1<=X<4,38,F,1512,own,2,<100,0
ACC000000009248,no checking,existing paid,>=7,20,M,691,free,1,<100,1
ACC000000009250,0<=X<200,existing paid,>=7,28,M,714,rent,1,<100,0
ACC000000009251,0<=X<200,existing paid,unemployed,25,M,1830,own,1,no known savings,0
ACC000000009252,>=200,existing paid,>=7,21,M,4357,own,1,<100,0
ACC000000009253,<0,existing paid,>=7,39,M,1113,own,1,>=1000,0
ACC000000009254,no checking,delayed previously,1<=X<4,38,F,1678,own,2,no known savings,0
ACC000000009255,0<=X<200,existing paid,>=7,28,F,1331,free,1,<100,0
ACC000000009256,no checking,existing paid,>=7,25,M,2461,own,1,<100,0
ACC000000009257,<0,delayed previously,1<=X<4,26,M,1688,free,1,no known savings,1
ACC000000009258,no checking,critical/other existing credit,>=7,19,M,1401,free,1,<100,1
ACC000000009259,<0,critical/other existing credit,1<=X<4,36,M,1437,rent,1,<100,1
ACC000000009260,0<=X<200,existing paid,<1,50,M,1523,own,1,100<=X<500,1
ACC000000009261,no checking,existing paid,1<=X<4,41,M,4217,own,1,<100,0
ACC000000009262,<0,critical/other existing credit,1<=X<4,33,F,3153,free,2,no known savings,1
ACC000000009263,0<=X<200,existing paid,4<=X<7,25,M,8514,own,1,<100,1
ACC000000009265,0<=X<200,existing paid,1<=X<4,32,F,4552,rent,1,<100,1
ACC000000009266,<0,critical/other existing credit,<1,28,M,8339,own,1,no known savings,1
ACC000000009267,<0,delayed previously,1<=X<4,48,M,4429,own,1,<100,1
ACC000000009268,<0,no credits/all paid,>=7,38,M,1803,own,2,100<=X<500,0
ACC000000009270,<0,critical/other existing credit,1<=X<4,20,M,1372,own,1,<100,1
ACC000000009271,no checking,no credits/all paid,1<=X<4,22,F,2361,own,2,<100,0
ACC000000009272,no checking,existing paid,1<=X<4,36,M,709,own,1,<100,0
ACC000000009273,no checking,existing paid,1<=X<4,43,F,699,free,2,100<=X<500,0
ACC000000009274,0<=X<200,delayed previously,>=7,23,M,3128,own,1,no known savings,0
ACC000000009275,no checking,existing paid,>=7,45,F,2166,own,1,<100,0
